path,type,Language,translationOf,id,title,text,description,hebergements,state,image
idee-sejour/verblijf-voor-groepen/verblijf-met-receptiezaal,IdeeSejour,nl,idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reception,verblijf-met-receptiezaal,Verblijf met Receptiezaal,"
<p align=""center""><b><img src=""verblijven-met-receptiezaal"" alt=""Verblijven met Receptiezaal"" /></b></p>
<p>De meeste groepsverblijven beschikken over een of meerdere zalen die plaats bieden aan twintig tot vijftig personen en soms nog aan grotere aantallen. Bepaalde eigenaars hebben ook zalen voor recepties die onafhankelijk zijn van het logies.</p>
<p>Deze zalen zijn geschikt voor familiale evenementen maar ook voor grotere evenementen, zoals tentoonstellingen van allerlei aard, conventionele recepties en zelfs huwelijken.</p>
","Profiteer van een verblijf om uw evenement te organiseren: huwelijk, familievergadering, expositie.",955|237|236|238|960|289|552|490|534|92|17|626|1042|1041|1040|1043|1044|414|415|669|670|363|851|625|207|249|259|258|865|85|648|90|847|1157|984|147|52|158|330|628|607|519|801|704|894,publish,
idee-sejour/verblijf-voor-groepen/verblijf-met-receptiezaal/idee-verblijf-met-receptiezaal,Vignette,,,idee-verblijf-met-receptiezaal,Idee verblijf met Receptiezaal,,Verblijf met ‘Receptiezaal’ in een gîte of gastenkamer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/verblijf-met-receptiezaal/idee-verblijf-met-receptiezaal
idee-sejour/verblijf-voor-groepen/verblijf-met-receptiezaal/verblijven-met-receptiezaal,Image,,,verblijven-met-receptiezaal,Verblijven met Receptiezaal,,"De gîtes en gastenkamers met ‘Receptiezaal’, voor familiale evenementen, tentoonstellingen van allerlei aard en huwelijken.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/verblijf-met-receptiezaal/verblijven-met-receptiezaal
idee-sejour/verblijf-voor-groepen/groene-seminaries,IdeeSejour,nl,idee-sejour/sejour-de-groupe/sejour-avec-salle-de-reunion,groene-seminaries,Groene seminaries,"
<p align=""center""><img src=""groene-seminaries"" alt=""Groene seminaries"" /></p>
<p>Wij bieden u een origineel alternatief voor de organisatie van uw seminaries. Maak kennis met onze gîtes voor vergaderingen en seminaries en hun talrijke voordelen:</p>
<ul>
<li>een weergaloze charme;</li>
<li>gegarandeerde intimiteit;</li>
<li>een flexibele formule;</li>
<li>een ‘ander’ onthaal en een goede service;</li>
<li>een moderne infrastructuur en uitrusting, aangepast aan de wensen van de onderneming;</li>
<li>een zeer voordelige en competitieve formule;</li>
<li>een kwaliteitsvolle streekkeuken;</li>
<li>activiteiten in en met respect voor de natuur.</li></ul>
","De Groene seminaries van de Gîtes de Wallonie, zijn onderneming verplaatsen naar het platteland.",283|90|387|92|872|1131|1132|1133|1129|1157|249|1241|1010|1003|1288|1339|158,publish,
idee-sejour/verblijf-voor-groepen/groene-seminaries/idee-verblijf-groene-seminaries,Vignette,,,idee-verblijf-groene-seminaries,Idee verblijf Groene seminaries,,Verblijf ‘Groene seminaries’ in een gîte,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/groene-seminaries/idee-verblijf-groene-seminaries
idee-sejour/verblijf-voor-groepen/groene-seminaries/groene-seminaries,Image,,,groene-seminaries,Groene seminaries,,"De gîtes en gastenkamers uit de categorie ‘Groene seminaries’, zijn onderneming verplaatsen naar het platteland. ",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/groene-seminaries/groene-seminaries
idee-sejour/verblijf-voor-groepen/verblijf-voor-groepen/verblijf-voor-groepen,Image,,,verblijf-voor-groepen,Verblijf voor Groepen,,"De gîtes en gastenkamers voor ‘Groepen’, locaties om elkaar terug te zien of vergaderplaatsen.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/verblijf-voor-groepen/verblijf-voor-groepen
idee-sejour/verblijf-voor-groepen/groene-seminaries/idee-verblijf-groene-seminaries,Vignette,,,idee-verblijf-groene-seminaries,Idee verblijf Groene seminaries,,Verblijf ‘Groene seminaries’ in een gîte,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/groene-seminaries/idee-verblijf-groene-seminaries
idee-sejour/verblijf-voor-groepen/verblijf-met-receptiezaal/idee-verblijf-met-receptiezaal,Vignette,,,idee-verblijf-met-receptiezaal,Idee verblijf met Receptiezaal,,Verblijf met ‘Receptiezaal’ in een gîte of gastenkamer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/verblijf-met-receptiezaal/idee-verblijf-met-receptiezaal
idee-sejour/verblijf-voor-groepen/groene-seminaries/groene-seminaries,Image,,,groene-seminaries,Groene seminaries,,"De gîtes en gastenkamers uit de categorie ‘Groene seminaries’, zijn onderneming verplaatsen naar het platteland. ",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/groene-seminaries/groene-seminaries
idee-sejour/verblijf-voor-groepen/verblijf-voor-groepen/idee-verblijf-voor-groepen,Vignette,,,idee-verblijf-voor-groepen,Idee verblijf voor Groepen,,Verblijf voor ‘Groepen’ in een gîte of gastenkamer,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/verblijf-voor-groepen/idee-verblijf-voor-groepen
idee-sejour/verblijf-voor-groepen/verblijf-met-receptiezaal/verblijven-met-receptiezaal,Image,,,verblijven-met-receptiezaal,Verblijven met Receptiezaal,,"De gîtes en gastenkamers met ‘Receptiezaal’, voor familiale evenementen, tentoonstellingen van allerlei aard en huwelijken.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/verblijf-voor-groepen/verblijf-met-receptiezaal/verblijven-met-receptiezaal
idee-sejour/soggiorno-a-tema,IdeeSejourFolder,it,idee-sejour/sejours-a-theme,soggiorno-a-tema,Soggiorno a tema,,"
<p>Le
vacanze sono l’occasione di praticare la propria attività
preferita.  Relax, sport e scoperta del patrimonio naturale sono
le possibilità offerte dai vari tipi di alloggio e dalle
camere per gli ospiti a tema.  I vostri ospiti vi faranno da
guida nei vostri svaghi, che siate semplici dilettanti o esperti di
lungo corso.</p>
",,publish,
idee-sejour/soggiorno-a-tema/soggiorno-panda,IdeeSejour,it,idee-sejour/sejours-a-theme/sejour-a-theme-panda,soggiorno-panda,Soggiorno Panda,"
<p align=""center""><b><img src=""soggiorno-a-tema-panda"" alt=""soggiorno a tema panda"" /></b></p>
<p></p>
<p align=""justify"">Un soggiorno sempre conviviale, in un’atmosfera calorosa, in cui ciascuno può distendersi scoprendo al tempo stesso la natura che lo circonda. Insediati in zone protette o in regioni conosciute per la loro bellezza e la protezione della natura, gli alloggi Panda offrono la possibilità trascorrere un soggiorno diverso. Il proprietario ha avuto cura di sistemare il suo alloggio con dei materiali naturali. Egli bada al rispetto dell’ambiente grazie a delle tecniche che permettono di risparmiare l’acqua e l’energia e grazie alla raccolta differenziata dei rifiuti.</p>
<p align=""justify""></p>
<p align=""justify"">Egli ha creato e cura un giardino naturale in cui favorisce le piante locali. Propone ai suoi invitati di scoprire la natura dei dintorni con delle passeggiate, dei pannelli didattici, del materiale educativo.</p>
<p align=""justify""></p>
<p class=""discreet"">Il nostro partner per gli alloggi e le camere per gli ospiti Panda:</p>
<ul><li>
<p class=""discreet""><a href=""http://www.wwf.be/ target="">WWF</a></p>
</li></ul>
","Un’abitazione situata in una regione naturale conosciuta per la sua bellezza, costruita e sistemata con materiali naturali e gestita in modo tale da rispettare l’ambiente circostante e la natura.",618|40|814|519|783|784|270|955|77|1204|1205|1184|1119|1120|1466|1467|1468|1134,publish,
idee-sejour/soggiorno-a-tema/soggiorno-panda/idea-soggiorno-a-tema-panda,Vignette,,,idea-soggiorno-a-tema-panda,Idea Soggiorno a Tema Panda,,Soggiorno a Tema Panda in alloggio e in camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-panda/idea-soggiorno-a-tema-panda
idee-sejour/soggiorno-a-tema/soggiorno-panda/soggiorno-a-tema-panda,Image,,,soggiorno-a-tema-panda,Soggiorno a Tema Panda,,"Gli alloggi e le camere per gli ospiti a Tema Panda, in collaborazione con il WWF",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-panda/soggiorno-a-tema-panda
idee-sejour/soggiorno-a-tema/soggiorno-attivita-scoperta-della-natura,IdeeSejour,it,idee-sejour/sejours-a-theme/sejour-a-theme-activites-decouverte-nature,soggiorno-attivita-scoperta-della-natura,Soggiorno Attività Scoperta della Natura,"
<p align=""center""><b><img src=""soggiorno-attivita-scoperta-della-natura"" alt=""Soggiorno Attività Scoperta della Natura"" /></b></p>
<p></p>
<p align=""justify"">Gli alloggi e le camere per gli ospiti a tema Attività Scoperta della Natura sono innanzitutto delle abitazioni orientate verso la natura: un arredamento in rapporto con la natura, un ambiente adatto per un primo approccio, del materiale che permette di scoprirne la ricchezza.</p>
<p align=""justify"">Approfittate di un’iniziazione alla scoperta della natura circostante (flora, fauna, geologia...) o, per gli esperti, di un approfondimento delle vostre conoscenze. Si tratta in ogni caso di un ottimo mezzo per rilassarsi scoprendo, al tempo stesso, le ricchezze naturali della regione.</p>
",Voglia di vacanze dinamiche? I vostri ospiti vi propongono delle passeggiate e delle gite su dei temi ben precisi.,530|658|840|324|58|59|60|429|660|656|661|659|1037|1500|1501|1503|1502|839|172,publish,
idee-sejour/soggiorno-a-tema/soggiorno-attivita-scoperta-della-natura/soggiorno-attivita-scoperta-della-natura,Image,,,soggiorno-attivita-scoperta-della-natura,Soggiorno Attività Scoperta della Natura,,Soggiorno Attività Scoperta della Natura,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-attivita-scoperta-della-natura/soggiorno-attivita-scoperta-della-natura
idee-sejour/soggiorno-a-tema/soggiorno-attivita-scoperta-della-natura/idea-soggiorno-attivita-scoperta-della-natura,Vignette,,,idea-soggiorno-attivita-scoperta-della-natura,Idea Soggiorno Attività Scoperta della Natura,,Soggiorno Attività Scoperta della Natura,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-attivita-scoperta-della-natura/idea-soggiorno-attivita-scoperta-della-natura
idee-sejour/soggiorno-a-tema/soggiorno-pesca,IdeeSejour,it,idee-sejour/sejours-a-theme/sejour-a-theme-peche,soggiorno-pesca,Soggiorno Pesca,"
<p align=""center""><b><img src=""soggiorno-a-tema-pesca"" alt=""soggiorno a tema pesca"" /></b></p>
<p></p>
<p align=""justify"">La Vallonia e le Ardenne sono attraversate da corsi d’acqua e da posti in cui pescare, l’occorrente per ""stuzzicare"" i pesci durante le vostre vacanze.</p>
<p align=""justify"">Vi sarà possibile dedicarvi al vostro sport preferito nelle vicinanze dell’alloggio o di una camera per gli ospiti a tema Pesca, talvolta accompagnati dal vostro ospite. Potrete inoltre praticare diversi tipi di pesca ed accedere a luoghi di vario tipo (fiume, lago, stagno...) nei dintorni. Si tratta in ogni caso di un ottimo mezzo per rilassarsi scoprendo, al tempo stesso, le ricchezze naturali della regione.</p>
<p>L’alloggio o la camera per gli ospiti a tema Pesca mette a vostra disposizione un’infrastruttura per sistemare il materiale ed un vivaio per le esche vive e le prede.</p>
<p class=""discreet"">Per sapere tutto sulla pesca in Vallonia e nelle Ardenne:</p>
<ul><li>
<p class=""discreet""><a href=""http://www.maisondelapeche.be/"" target=""_blank"">La maison wallonne de la pêche</a></p>
</li></ul>
",Gli Alloggi e le Camere per gli ospiti a tema Pesca sono delle abitazioni ideali per gli appassionati di pesca alla ricerca di novità.,29|1041|1042|1044|1040|1043|81|136|137|247|451,publish,
idee-sejour/soggiorno-a-tema/soggiorno-pesca/idea-soggiorno-a-tema-pesca,Vignette,,,idea-soggiorno-a-tema-pesca,Idea Soggiorno a Tema Pesca,,Soggiorno a Tema Pesca in alloggio o in camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-pesca/idea-soggiorno-a-tema-pesca
idee-sejour/soggiorno-a-tema/soggiorno-pesca/soggiorno-a-tema-pesca,Image,,,soggiorno-a-tema-pesca,Soggiorno a Tema Pesca,,"Gli alloggi e le camere per gli ospiti a Tema Pesca, nelle vicinanze di fiumi, stagni o laghi",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-pesca/soggiorno-a-tema-pesca
idee-sejour/soggiorno-a-tema/soggiorno-equitazione,IdeeSejour,it,idee-sejour/sejours-a-theme/sejour-a-theme-equestre,soggiorno-equitazione,Soggiorno Equitazione,"
<p align=""center""><b><img src=""soggiorno-a-tema-equitazione"" alt=""soggiorno a tema equitazione"" /></b></p>
<p></p>
<p align=""justify"">Sarete accolti in un alloggio il cui arredamento evoca l’ambiente equestre, troverete tutta l'infrastruttura necessaria per i vostri cavalli: selleria, prato o box, ma anche quanto necessario per nutrirli.</p>
<p align=""justify"">Il vostro ospite vi fornirà le informazioni per un’iniziazione, una passeggiata, un’escursione di una giornata o una gita di più giorni. Potrà anche proporvi di accompagnarvi per farvi scoprire la sua regione.</p>
","Amanti delle passeggiate a cavallo, troverete l’occorrente per soddisfare la vostra passione negli alloggi e nelle camere per gli ospiti a tema Equitazione.",1041|1042|1044|1040|1043|330|344|734|735|139|373|812|949|1155,publish,
idee-sejour/soggiorno-a-tema/soggiorno-equitazione/idea-soggiorno-a-tema-equitazione,Vignette,,,idea-soggiorno-a-tema-equitazione,Idea Soggiorno a Tema Equitazione,,Soggiorno a tema Equitazione in alloggio e camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-equitazione/idea-soggiorno-a-tema-equitazione
idee-sejour/soggiorno-a-tema/soggiorno-equitazione/soggiorno-a-tema-equitazione,Image,,,soggiorno-a-tema-equitazione,Soggiorno a Tema Equitazione,,"Gli alloggi e le camere per gli ospiti a Tema Equitazione, per gli amanti delle passeggiate a cavallo.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-equitazione/soggiorno-a-tema-equitazione
idee-sejour/soggiorno-a-tema/soggiorno-patrimonio-storico,IdeeSejour,it,idee-sejour/sejours-a-theme/sejour-a-theme-patrimoine,soggiorno-patrimonio-storico,Soggiorno Patrimonio Storico,"
<p align=""center""><b><img src=""soggiorno-a-tema-patrimonio-storico"" alt=""soggiorno a tema patrimonio storico"" /></b></p>
<p></p>
<p>Vi interessa scoprire la storia dell’edificio nel quale alloggiate? Il folclore e le tradizioni della regione che vi accoglie durante le vostre vacanze vi appassionano? <br />
Gli alloggi e le camere per gli ospiti a tema Patrimonio Storico sono fatte per voi!</p>
<p>Di solito, questi edifici fanno parte del patrimonio monumentale vallone, il sito ha un passato che tocca la storia generale del Belgio, della regione nella quale si trova o, ancora, la tradizione e il folclore.</p>
<p align=""justify""></p>
<p class=""discreet"">Il nostro partner per gli alloggi e le camere per gli ospiti Patrimonio Storico:</p>
<ul><li>
<p class=""discreet""><a href=""http://mrw.wallonie.be/dgatlp/"" target=""_blank"">L'administration wallonne du Patrimoine</a></p>
</li></ul>
",Gli alloggi e le camere per gli ospiti a tema Patrimonio Storico vi conducono all'incontro con la storia della Vallonia e delle Ardenne.,90|486|114|1113|1114|1115,publish,
idee-sejour/soggiorno-a-tema/soggiorno-patrimonio-storico/soggiorno-a-tema-patrimonio-storico,Image,,,soggiorno-a-tema-patrimonio-storico,Soggiorno a Tema Patrimonio Storico,,Gli alloggi e le camere per gli ospiti a Tema Patrimonio Storico: la passione del folclore e delle tradizioni della Vallonia.,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-patrimonio-storico/soggiorno-a-tema-patrimonio-storico
idee-sejour/soggiorno-a-tema/soggiorno-patrimonio-storico/idea-soggiorno-a-tema-patrimonio-storico,Vignette,,,idea-soggiorno-a-tema-patrimonio-storico,Idea Soggiorno a Tema Patrimonio Storico,,Soggiorno a Tema Patrimonio Storico in alloggio e camere per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-patrimonio-storico/idea-soggiorno-a-tema-patrimonio-storico
idee-sejour/soggiorno-a-tema/soggiorno-pesca/idea-soggiorno-a-tema-pesca,Vignette,,,idea-soggiorno-a-tema-pesca,Idea Soggiorno a Tema Pesca,,Soggiorno a Tema Pesca in alloggio o in camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-pesca/idea-soggiorno-a-tema-pesca
idee-sejour/soggiorno-a-tema/soggiorno-equitazione/idea-soggiorno-a-tema-equitazione,Vignette,,,idea-soggiorno-a-tema-equitazione,Idea Soggiorno a Tema Equitazione,,Soggiorno a tema Equitazione in alloggio e camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-equitazione/idea-soggiorno-a-tema-equitazione
idee-sejour/soggiorno-a-tema/soggiorno-equitazione/soggiorno-a-tema-equitazione,Image,,,soggiorno-a-tema-equitazione,Soggiorno a Tema Equitazione,,"Gli alloggi e le camere per gli ospiti a Tema Equitazione, per gli amanti delle passeggiate a cavallo.",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-equitazione/soggiorno-a-tema-equitazione
idee-sejour/soggiorno-a-tema/soggiorno-patrimonio-storico/soggiorno-a-tema-patrimonio-storico,Image,,,soggiorno-a-tema-patrimonio-storico,Soggiorno a Tema Patrimonio Storico,,Gli alloggi e le camere per gli ospiti a Tema Patrimonio Storico: la passione del folclore e delle tradizioni della Vallonia.,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-patrimonio-storico/soggiorno-a-tema-patrimonio-storico
idee-sejour/soggiorno-a-tema/soggiorno-panda/idea-soggiorno-a-tema-panda,Vignette,,,idea-soggiorno-a-tema-panda,Idea Soggiorno a Tema Panda,,Soggiorno a Tema Panda in alloggio e in camera per gli ospiti,,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-panda/idea-soggiorno-a-tema-panda
idee-sejour/soggiorno-a-tema/soggiorno-panda/soggiorno-a-tema-panda,Image,,,soggiorno-a-tema-panda,Soggiorno a Tema Panda,,"Gli alloggi e le camere per gli ospiti a Tema Panda, in collaborazione con il WWF",,publish,http://localhost:6080/gites_wallons/plone/idee-sejour/soggiorno-a-tema/soggiorno-panda/soggiorno-a-tema-panda
